3.000000e+00	2.284879e+01	1.799479e+00	2.787832e+01	6.818252e+00	0.000000e+00	0.000000e+00	2.284879e+01	1.000000e+00	0.000000e+00	0.000000e+00	16800
2.850000e+00	2.272885e+01	1.595397e+00	2.810742e+01	6.354672e+00	0.000000e+00	0.000000e+00	2.272885e+01	1.000000e+00	0.000000e+00	0.000000e+00	17600
2.700000e+00	2.247808e+01	1.504557e+00	2.803670e+01	6.146689e+00	0.000000e+00	0.000000e+00	2.247808e+01	1.000000e+00	0.000000e+00	0.000000e+00	18400
2.550000e+00	2.214684e+01	1.480925e+00	2.778022e+01	6.096083e+00	0.000000e+00	0.000000e+00	2.214684e+01	1.000000e+00	0.000000e+00	0.000000e+00	19200
2.400000e+00	2.176531e+01	1.497243e+00	2.741214e+01	6.139998e+00	0.000000e+00	0.000000e+00	2.176531e+01	1.000000e+00	0.000000e+00	0.000000e+00	20000
2.250000e+00	2.134553e+01	1.541709e+00	2.696561e+01	6.248982e+00	0.000000e+00	0.000000e+00	2.134553e+01	1.000000e+00	0.000000e+00	0.000000e+00	20800
2.100000e+00	2.089219e+01	1.608460e+00	2.645690e+01	6.406389e+00	0.000000e+00	0.000000e+00	2.089219e+01	1.000000e+00	0.000000e+00	0.000000e+00	21600
1.950000e+00	2.040385e+01	1.696446e+00	2.588817e+01	6.606358e+00	0.000000e+00	0.000000e+00	2.040385e+01	1.000000e+00	0.000000e+00	0.000000e+00	22400
1.800000e+00	1.987377e+01	1.809211e+00	2.525037e+01	6.852736e+00	0.000000e+00	0.000000e+00	1.987377e+01	1.000000e+00	0.000000e+00	0.000000e+00	23200
1.650000e+00	1.929029e+01	1.954361e+00	2.452571e+01	7.156522e+00	0.000000e+00	0.000000e+00	1.929029e+01	1.000000e+00	0.000000e+00	0.000000e+00	24000
1.500000e+00	1.863572e+01	2.143779e+00	2.368665e+01	7.535087e+00	0.000000e+00	0.000000e+00	1.863572e+01	1.000000e+00	0.000000e+00	0.000000e+00	24800
1.350000e+00	1.787800e+01	2.399601e+00	2.267941e+01	8.024678e+00	0.000000e+00	0.000000e+00	1.787800e+01	1.000000e+00	0.000000e+00	0.000000e+00	25600
1.200000e+00	1.696810e+01	2.761263e+00	2.142607e+01	8.690736e+00	0.000000e+00	0.000000e+00	1.696810e+01	1.000000e+00	0.000000e+00	0.000000e+00	26400
1.050000e+00	1.586886e+01	3.257847e+00	1.990209e+01	9.554756e+00	0.000000e+00	0.000000e+00	1.586886e+01	1.000000e+00	0.000000e+00	0.000000e+00	27200
9.000000e-01	1.448454e+01	3.968039e+00	1.798396e+01	1.071817e+01	0.000000e+00	0.000000e+00	1.448454e+01	1.000000e+00	0.000000e+00	0.000000e+00	28000
7.500000e-01	1.267299e+01	5.024259e+00	1.549212e+01	1.236062e+01	0.000000e+00	0.000000e+00	1.267299e+01	1.000000e+00	0.000000e+00	0.000000e+00	28800
6.000000e-01	1.034522e+01	6.482414e+00	1.237356e+01	1.450353e+01	0.000000e+00	0.000000e+00	1.034522e+01	1.000000e+00	0.000000e+00	0.000000e+00	29600
4.500000e-01	7.471815e+00	8.337975e+00	8.690014e+00	1.705754e+01	0.000000e+00	0.000000e+00	7.471815e+00	1.000000e+00	0.000000e+00	0.000000e+00	30400
3.000000e-01	4.227578e+00	1.039822e+01	4.753709e+00	1.968867e+01	0.000000e+00	0.000000e+00	4.227578e+00	1.000000e+00	0.000000e+00	0.000000e+00	31200
1.500000e-01	1.456089e+00	1.213232e+01	1.584313e+00	2.176462e+01	0.000000e+00	0.000000e+00	1.456089e+00	1.000000e+00	0.000000e+00	0.000000e+00	32000
-2.848511e-16	1.324784e-01	1.285857e+01	1.595425e-01	2.263605e+01	0.000000e+00	0.000000e+00	1.324784e-01	1.000000e+00	0.000000e+00	0.000000e+00	32800
-1.500000e-01	-4.468367e-01	1.308295e+01	-3.880259e-01	2.292403e+01	0.000000e+00	0.000000e+00	-4.468367e-01	1.000000e+00	0.000000e+00	0.000000e+00	33600
-3.000000e-01	-9.157364e-01	1.322317e+01	-8.037305e-01	2.310777e+01	0.000000e+00	0.000000e+00	-9.157364e-01	1.000000e+00	0.000000e+00	0.000000e+00	34400
-4.500000e-01	-1.380909e+00	1.331417e+01	-1.214523e+00	2.322777e+01	0.000000e+00	0.000000e+00	-1.380909e+00	1.000000e+00	0.000000e+00	0.000000e+00	35200
-6.000000e-01	-1.862574e+00	1.337470e+01	-1.644740e+00	2.330831e+01	0.000000e+00	0.000000e+00	-1.862574e+00	1.000000e+00	0.000000e+00	0.000000e+00	36000
-7.500000e-01	-2.377897e+00	1.340916e+01	-2.115520e+00	2.335589e+01	0.000000e+00	0.000000e+00	-2.377897e+00	1.000000e+00	0.000000e+00	0.000000e+00	36800
-9.000000e-01	-2.947768e+00	1.340471e+01	-2.651264e+00	2.335672e+01	0.000000e+00	0.000000e+00	-2.947768e+00	1.000000e+00	0.000000e+00	0.000000e+00	37600
-1.050000e+00	-3.613603e+00	1.333813e+01	-3.298916e+00	2.328414e+01	0.000000e+00	0.000000e+00	-3.613603e+00	1.000000e+00	0.000000e+00	0.000000e+00	38400
