-2.942396	-31.261867
-2.921257	-31.002470
-2.886718	-30.557012
-2.847081	-30.023959
-2.807081	-29.471978
-2.768769	-28.924290
-2.732720	-28.378854
-2.698492	-27.833007
-2.665688	-27.287978
-2.634504	-26.738251
-2.604664	-26.169187
-2.575001	-25.572067
-2.544508	-24.956474
-2.513015	-24.342293
-2.481435	-23.747171
-2.451439	-23.174855
-2.423884	-22.603862
-2.397670	-22.003508
-2.370408	-21.368731
-2.340506	-20.725609
-2.309078	-20.098203
-2.278857	-19.483693
-2.251151	-18.870673
-2.225263	-18.270209
-2.200425	-17.707184
-2.176381	-17.184021
-2.152357	-16.680204
-2.127493	-16.176988
-2.101715	-15.658650
-2.074955	-15.113159
-2.046932	-14.546984
-2.018016	-13.980180
-1.989009	-13.425226
-1.960270	-12.881436
-1.931713	-12.344023
-1.903506	-11.812486
-1.875898	-11.294458
-1.848022	-10.796434
-1.818245	-10.311219
-1.785895	-9.822857
-1.751338	-9.320176
-1.715437	-8.806953
-1.679694	-8.303834
-1.645390	-7.832268
-1.612331	-7.397434
-1.579326	-6.994221
-1.545692	-6.617621
-1.511508	-6.258617
-1.476876	-5.903363
-1.441516	-5.540594
-1.404423	-5.166310
-1.363957	-4.784284
-1.319210	-4.397316
-1.271435	-4.000034
-1.223150	-3.588931
-1.175710	-3.171668
-1.129139	-2.759673
-1.084021	-2.358922
-1.041680	-1.968929
-1.002605	-1.585147
-0.966157	-1.199442
-0.931680	-0.802355
-0.898913	-0.393872
-0.867532	0.015803
-0.837092	0.424866
-0.807523	0.841132
-0.779193	1.264573
-0.752091	1.691801
-0.725113	2.127732
-0.696935	2.578438
-0.667440	3.047791
-0.637170	3.541517
-0.606126	4.062528
-0.574086	4.607694
-0.541383	5.168875
-0.508829	5.739961
-0.476938	6.329545
-0.445229	6.950968
-0.412648	7.596714
-0.378707	8.239030
-0.343677	8.853560
-0.308245	9.437828
-0.273316	10.008672
-0.239299	10.585236
-0.205592	11.182844
-0.170999	11.807739
-0.134271	12.445649
-0.094818	13.074372
-0.053716	13.679769
-0.013330	14.246886
0.024775	14.761927
0.061196	15.228105
0.097522	15.664094
0.134067	16.093231
0.170064	16.532962
0.205619	16.986815
0.241424	17.446069
0.277720	17.892829
0.315251	18.311327
0.355360	18.713818
0.398328	19.135695
0.443058	19.591287
0.488290	20.058428
0.533634	20.512952
0.579601	20.956237
0.626597	21.402033
0.674383	21.852922
0.722712	22.294606
0.771535	22.707184
0.820394	23.082958
0.868736	23.434910
0.917132	23.791630
0.967117	24.175435
1.019156	24.583191
1.072041	24.997643
1.124844	25.402176
1.177770	25.784806
1.231764	26.146119
1.289183	26.499194
1.352889	26.854428
1.422535	27.209334
1.493601	27.553753
1.561565	27.878560
1.626269	28.182361
1.691495	28.475294
1.759926	28.771417
1.829546	29.074286
1.895718	29.372861
1.955651	29.659023
2.010866	29.945229
2.066126	30.248939
2.125673	30.571830
2.190087	30.902436
2.256490	31.215719
2.321512	31.485014
2.383881	31.711765
2.443713	31.916120
2.500718	32.110954
2.554943	32.300270
2.608185	32.478378
2.663181	32.631321
2.721241	32.746095
2.780267	32.808770
2.834700	32.798819
2.878067	32.699132
2.906337	32.504839
2.918818	32.219863
2.916774	31.859134
2.902588	31.451111
2.879710	31.023027
2.851936	30.585122
2.822460	30.138428
2.793530	29.691320
2.766219	29.252629
2.740100	28.816701
2.713810	28.371198
2.686664	27.910184
2.659499	27.432716
2.633544	26.936131
2.608944	26.417250
2.584393	25.877853
2.558117	25.317055
2.529926	24.726129
2.501724	24.109987
2.474987	23.499693
2.449112	22.921932
2.423201	22.370799
2.397694	21.830703
2.373415	21.299998
2.350355	20.771305
2.327598	20.228785
2.303662	19.667920
2.277408	19.083268
2.249075	18.461390
2.219516	17.809315
2.188855	17.160786
2.157324	16.542752
2.126288	15.957335
2.097148	15.397633
2.070039	14.857189
2.043662	14.327204
2.016169	13.803140
1.986785	13.286245
1.956390	12.782115
1.925730	12.305103
1.893834	11.857377
1.859077	11.401949
1.820430	10.889452
1.778298	10.309067
1.734981	9.700168
1.692492	9.118998
1.650885	8.593952
1.609374	8.120992
1.567111	7.688727
1.523436	7.280325
1.478083	6.867723
1.430184	6.433255
1.379092	5.993892
1.326812	5.581799
1.276811	5.202248
1.230854	4.830216
1.188090	4.439242
1.145857	4.009159
1.101831	3.521680
1.057165	2.978534
1.016060	2.412785
0.980848	1.866478
0.949849	1.357664
0.920351	0.876493
0.890999	0.414382
0.861543	-0.025276
0.831844	-0.453806
0.801344	-0.910328
0.769340	-1.427161
0.735326	-1.995660
0.699797	-2.586367
0.664698	-3.183253
0.631602	-3.784728
0.599891	-4.387156
0.567804	-4.982727
0.534652	-5.573358
0.501039	-6.161441
0.467782	-6.731323
0.435572	-7.270826
0.404180	-7.794691
0.372381	-8.326723
0.339936	-8.868567
0.308086	-9.391834
0.277853	-9.871982
0.249344	-10.318785
0.222074	-10.753454
0.194958	-11.183846
0.166896	-11.619302
0.137376	-12.076228
0.105998	-12.557726
0.072654	-13.051437
0.038258	-13.545573
0.004011	-14.037723
-0.029303	-14.530001
-0.061142	-15.010140
-0.091287	-15.453139
-0.120043	-15.850119
-0.148577	-16.217703
-0.178752	-16.579029
-0.211767	-16.944442
-0.246912	-17.310161
-0.282438	-17.668469
-0.317881	-18.015611
-0.354585	-18.360630
-0.394106	-18.724904
-0.436983	-19.119668
-0.482829	-19.533621
-0.530709	-19.953987
-0.579192	-20.378939
-0.626864	-20.800252
-0.673353	-21.205781
-0.719449	-21.596201
-0.765529	-21.965834
-0.810029	-22.293955
-0.850811	-22.581446
-0.888160	-22.859739
-0.925320	-23.153669
-0.966017	-23.465993
-1.011545	-23.790590
-1.059867	-24.117904
-1.107601	-24.439489
-1.152688	-24.752709
-1.196134	-25.054790
-1.241926	-25.345886
-1.293572	-25.638343
-1.350578	-25.943977
-1.408897	-26.251282
-1.464065	-26.532932
-1.514527	-26.776316
-1.562294	-26.994995
-1.609799	-27.218970
-1.657682	-27.474883
-1.706043	-27.764539
-1.755769	-28.068583
-1.807729	-28.371654
-1.861284	-28.670536
-1.914816	-28.961692
-1.967598	-29.234432
-2.019634	-29.475758
-2.069947	-29.681474
-2.117180	-29.866418
-2.162178	-30.058442
-2.207806	-30.274420
-2.256185	-30.504787
-2.307551	-30.728798
-2.360782	-30.936646
-2.413689	-31.127317
-2.464102	-31.298460
-2.512045	-31.451560
-2.559892	-31.594408
-2.609504	-31.731684
-2.659760	-31.862937
-2.707971	-31.987572
-2.753084	-32.106335
-2.796133	-32.216269
-2.838338	-32.297888
-2.878963	-32.318757
-2.913522	-32.275440
-2.934151	-32.221813
